z1,z2,z3,gibbs_e_mix,gibbs_e_mix_RT
0.02,0.32,0.66,-1592.0679767476759,-0.6422687225331111
0.02,0.34,0.64,-1612.0507909805165,-0.6503301475208565
0.02,0.36,0.62,-1627.362872132595,-0.65650731516979
0.02,0.38,0.6,-1638.1688130397015,-0.6608666251763599
0.02,0.4,0.58,-1644.616979534425,-0.6634679309734322
0.02,0.42,0.56,-1646.842057999951,-0.6643655674590982
0.02,0.44,0.54,-1644.9670899763369,-0.6636091717932693
0.02,0.46,0.52,-1639.1050990519616,-0.6612443397148109
0.02,0.48,0.5,-1629.3603842013727,-0.6573131472971839
0.02,0.5,0.48,-1615.829530651823,-0.6518545587501012
0.02,0.52,0.46,-1598.602171335635,-0.6449047336030431
0.02,0.54,0.44,-1577.7615169527417,-0.636497240541975
0.02,0.56,0.42,-1553.384659051746,-0.6266631796776724
0.02,0.58,0.4,-1525.5426369797897,-0.615431209554497
0.02,0.6,0.38,-1494.3002446966893,-0.6028274692157607
0.02,0.62,0.36,-1459.7155357222327,-0.5888753784906018
0.02,0.64,0.34,-1421.8389618344881,-0.5735952905294656
0.02,0.66,0.32,-1380.7120506295396,-0.5570039583080265
0.02,0.68,0.3,-1336.365484266058,-0.539113759558355
0.02,0.7,0.28,-1288.816379675729,-0.5199315995571153
0.02,0.72,0.26,-1238.0644778178666,-0.4994573738026574
0.02,0.74,0.24,-1184.0868069003627,-0.4776818150628107
0.02,0.76,0.22,-1126.8301580292828,-0.4545834579172328
0.02,0.78,0.2,-1066.200339689538,-0.43012430382254924
0.02,0.8,0.18,-1002.0465417218147,-0.40424351326073565
0.02,0.82,0.16,-934.1380021712248,-0.37684799272816033
0.02,0.84,0.14,-862.128021237404,-0.3477978773188427
0.02,0.86,0.12,-785.4960242723619,-0.31688315790061566
0.02,0.88,0.1,-703.4488347579354,-0.28378385286684915
0.02,0.9,0.08,-614.7389440805719,-0.24799669491031917
0.02,0.92,0.06,-517.2911438276819,-0.20868450780764194
0.02,0.94,0.04,-407.2939994454432,-0.16430969062867204
0.02,0.96,0.02,-276.2039168555805,-0.11142560457742984
0.02,0.98,0.0,-81.83176735661254,-0.033012399878882874
0.04,0.0,0.96,-364.92440116136277,-0.14721703619330787
0.04,0.02,0.94,-598.1111491581032,-0.2412887447729055
0.04,0.04,0.92,-760.8337811558813,-0.3069339675315078
0.04,0.06,0.9,-895.8722468791675,-0.3614109020215181
0.04,0.08,0.88,-1012.3131184813101,-0.40838523411462746
0.04,0.1,0.86,-1114.4677787816981,-0.4495962528212318
0.04,0.12,0.84,-1204.8726585235709,-0.4860671997095597
0.04,0.14,0.82,-1285.2016218509816,-0.5184733415403253
0.04,0.16,0.8,-1356.6428041106265,-0.5472939933820208
0.04,0.18,0.78,-1420.0834713794902,-0.5728870942536671
0.04,0.2,0.76,-1476.2115779026717,-0.5955301772132835
0.04,0.22,0.74,-1525.5762711466232,-0.6154447781795063
0.04,0.24,0.72,-1568.62621546616,-0.6328118963849197
0.04,0.26,0.7,-1605.7350604432286,-0.6477822687598417
0.04,0.28,0.68,-1637.2190343082111,-0.6604834674334288
0.04,0.3,0.66,-1663.3494908193752,-0.6710249613694583
0.04,0.32,0.64,-1684.3620981963104,-0.6795018233465728
0.04,0.34,0.62,-1700.4637208147396,-0.6859975061571616
0.04,0.36,0.6,-1711.8376704395123,-0.690585961048756
0.04,0.38,0.58,-1718.6477756791646,-0.6933332794148491
0.04,0.4,0.56,-1721.0415742446858,-0.6942989806092288
0.04,0.42,0.54,-1719.1528385976635,-0.6935370308376532
0.04,0.44,0.52,-1713.103582343192,-0.6910966525726675
0.04,0.46,0.5,-1703.0056508096714,-0.687022966221969
0.04,0.48,0.48,-1688.96196763423,-0.6813574930232827
0.04,0.5,0.46,-1671.0674853485725,-0.6741385385277097
0.04,0.52,0.44,-1649.4098689210114,-0.6654014683528183
0.04,0.54,0.42,-1624.0699247819648,-0.6551788812592113
0.04,0.56,0.4,-1595.1217723009177,-0.6435006783274011
0.04,0.58,0.38,-1562.632738383436,-0.6303940204363586
0.04,0.6,0.36,-1526.6629370807095,-0.6158831586704773
0.04,0.62,0.34,-1487.2644726789913,-0.5999891128315864
0.04,0.64,0.32,-1444.4801736593472,-0.5827291606956504
0.04,0.66,0.3,-1398.3417217080823,-0.5641160832220804
0.04,0.68,0.28,-1348.8669776039605,-0.5441570857687682
0.04,0.7,0.26,-1296.0562128782585,-0.5228522778762914
0.04,0.72,0.24,-1239.8868133251217,-0.500192536569176
0.04,0.74,0.22,-1180.3057938710444,-0.47615648672024696
0.04,0.76,0.2,-1117.219092186233,-0.4507061819017907
0.04,0.78,0.18,-1050.475972655693,-0.42378081266829565
0.04,0.8,0.16,-979.8457350442404,-0.3952873104149635
0.04,0.82,0.14,-904.9817730827835,-0.36508584796800364
0.04,0.84,0.12,-825.3636859911849,-0.3329664863366532
0.04,0.86,0.1,-740.1986050451142,-0.2986093680838244
0.04,0.88,0.08,-648.2395233237485,-0.2615114282941214
0.04,0.9,0.06,-547.4119958691113,-0.22083579873541853
0.04,0.92,0.04,-433.9056908405114,-0.17504532333178788
0.04,0.94,0.02,-299.17854530195314,-0.12069398097745543
0.04,0.96,0.0,-101.04349337661552,-0.04076275407778467
0.06,0.0,0.94,-484.3470325563321,-0.19539426356539377
0.06,0.02,0.92,-714.4324573313497,-0.28821484283841037
0.06,0.04,0.9,-874.006399527083,-0.35258982776398773
0.06,0.06,0.88,-1005.8481737989059,-0.40577715969628686
0.06,0.08,0.86,-1119.0437204454647,-0.4514422696055008
0.06,0.1,0.84,-1217.9037941380739,-0.49132419309584713
0.06,0.12,0.82,-1304.964201547482,-0.5264459199735398
0.06,0.14,0.8,-1381.8981870177959,-0.5574824669608992
0.06,0.16,0.78,-1449.8932703318205,-0.5849129007969242
0.06,0.18,0.76,-1509.8361058912342,-0.6090949137398668
0.06,0.2,0.74,-1562.4140393983835,-0.6303057933507062
0.06,0.22,0.72,-1608.1756116221586,-0.6487668307954214
0.06,0.24,0.7,-1647.5688800911666,-0.664658780502041
0.06,0.26,0.68,-1680.9668845773049,-0.678132133392592
0.06,0.28,0.66,-1708.6852365342202,-0.6893142127774553
0.06,0.3,0.64,-1730.994660554279,-0.6983142338036201
0.06,0.32,0.62,-1748.1301760453061,-0.7052270075074484
0.06,0.34,0.6,-1760.2979693314337,-0.7101357131431794
0.06,0.36,0.58,-1767.6806323143537,-0.7131140115526599
0.06,0.38,0.56,-1770.4412155565078,-0.7142276802516602
0.06,0.4,0.54,-1768.7263993116212,-0.7135358926803579
0.06,0.42,0.52,-1762.6689917204676,-0.7110922260202319
0.06,0.44,0.5,-1752.3898997475299,-0.7069454563051939
0.06,0.46,0.48,-1737.999673970855,-0.7011401816174706
0.06,0.48,0.46,-1719.599695970992,-0.6937173011015576
0.06,0.5,0.44,-1697.2830522290496,-0.6847143675103399
0.06,0.52,0.42,-1671.13511801192,-0.6741658227548433
0.06,0.54,0.4,-1641.233856353556,-0.662103118518635
0.06,0.56,0.38,-1607.6498189442464,-0.6485547166165722
0.06,0.58,0.36,-1570.4458155231987,-0.6335459556218519
0.06,0.6,0.34,-1529.6761938994023,-0.6170987604135383
0.06,0.62,0.32,-1485.3856408806205,-0.5992311584498524
0.06,0.64,0.3,-1437.6073706171992,-0.5799565489136337
0.06,0.66,0.28,-1386.360504097498,-0.5592826455538842
0.06,0.68,0.26,-1331.6463502993392,-0.5372099764356905
0.06,0.7,0.24,-1273.4431564659972,-0.5137297661075781
0.06,0.72,0.22,-1211.698668257899,-0.4888209342335224
0.06,0.74,0.2,-1146.3194683104648,-0.4624457945763226
0.06,0.76,0.18,-1077.1554259165896,-0.4345437817211388
0.06,0.78,0.16,-1003.9764532620302,-0.4050220741247436
0.06,0.8,0.14,-926.4366145678341,-0.3737411151010714
0.06,0.82,0.12,-844.0162923518301,-0.34049128165578124
0.06,0.84,0.1,-755.9235742234778,-0.3049531021539562
0.06,0.86,0.08,-660.9126498077521,-0.2666239943881957
0.06,0.88,0.06,-556.9105866881323,-0.22466770031267402
0.06,0.9,0.04,-440.10896786701096,-0.1775478363334424
0.06,0.92,0.02,-301.9681466174318,-0.1218193560867075
0.06,0.94,0.0,-100.30408909619291,-0.04046446515447332
0.08,0.0,0.92,-585.1053640589744,-0.23604197823833714
0.08,0.02,0.9,-812.0465825382198,-0.32759412840502156
0.08,0.04,0.88,-968.4282653444534,-0.39068129874602525
0.08,0.06,0.86,-1097.0291018659627,-0.4425611783715733
0.08,0.08,0.84,-1206.9344120794121,-0.4868989480028665
0.08,0.1,0.82,-1302.4543357965376,-0.5254333951987613
0.08,0.12,0.8,-1386.1240706528406,-0.5591872640697503
0.08,0.14,0.78,-1459.6162579287993,-0.5888353280514901
0.08,0.16,0.76,-1524.1178201725197,-0.6148564129478105
0.08,0.18,0.74,-1580.5148198521565,-0.6376079722203838
0.08,0.2,0.72,-1629.4940150048496,-0.6573670563555242
0.08,0.22,0.7,-1671.6033613128384,-0.6743547204847818
0.08,0.24,0.68,-1707.2903312586568,-0.6887514830181263
0.08,0.26,0.66,-1736.9273759801,-0.70070759741205
0.08,0.28,0.64,-1760.8295096824513,-0.7103501460362524
0.08,0.3,0.62,-1779.266844281883,-0.7177880968731778
0.08,0.32,0.6,-1792.47376198446,-0.7231160039005913
0.08,0.34,0.58,-1800.6557753713714,-0.726416774572768
0.08,0.36,0.56,-1803.9947503121584,-0.7277637768371877
0.08,0.38,0.54,-1802.6529385197355,-0.7272224659394207
0.08,0.4,0.52,-1796.7761219146923,-0.7248516529159762
0.08,0.42,0.5,-1786.4960762490336,-0.7207044984642219
0.08,0.44,0.48,-1771.9324972481518,-0.7148292899825373
0.08,0.46,0.46,-1753.194487325727,-0.707270041337719
0.08,0.48,0.44,-1730.3816675500966,-0.69806694145212
0.08,0.5,0.42,-1703.5849533141773,-0.6872566672227826
0.08,0.52,0.4,-1672.8870097921244,-0.6748725672608077
0.08,0.54,0.38,-1638.362382161933,-0.6609447144254832
0.08,0.56,0.36,-1600.0772733634694,-0.6454998161678961
0.08,0.58,0.34,-1558.0889162558706,-0.6285609612479873
0.08,0.6,0.32,-1512.4444541528974,-0.6101471681224732
0.08,0.62,0.3,-1463.1791991812788,-0.590272682335423
0.08,0.64,0.28,-1410.314074581016,-0.5689459446964146
0.08,0.66,0.26,-1353.8519534293137,-0.5461681142562254
0.08,0.68,0.24,-1293.7724629419135,-0.5219309722689783
0.08,0.7,0.22,-1230.0245965849863,-0.4962139417858231
0.08,0.72,0.2,-1162.5161038770857,-0.46897980731110467
0.08,0.74,0.18,-1091.097991873372,-0.44016846242364843
0.08,0.76,0.16,-1015.5413350100534,-0.4096875544528657
0.08,0.78,0.14,-935.5014409339019,-0.3773980283328872
0.08,0.8,0.12,-850.4600778656577,-0.34309082008673314
0.08,0.82,0.1,-759.6269283589845,-0.30644710150853066
0.08,0.84,0.08,-661.7580606567653,-0.26696504825897355
0.08,0.86,0.06,-554.7827883529294,-0.22380930837305937
0.08,0.88,0.04,-434.8954029494821,-0.17544459091406958
0.08,0.9,0.02,-293.5595376189142,-0.11842717268836367
0.08,0.92,0.0,-88.59513540955231,-0.03574086362718132
0.1,0.0,0.9,-671.524091256375,-0.2709048398313435
0.1,0.02,0.88,-895.2781491514834,-0.3611712323628148
0.1,0.04,0.86,-1048.4239617981293,-0.4229529947538848
0.1,0.06,0.84,-1173.739606628922,-0.4735075692409027
0.1,0.08,0.82,-1280.3097985571221,-0.5164998924516606
0.1,0.1,0.8,-1372.4440797549323,-0.5536685108465287
0.1,0.12,0.78,-1452.6770579785516,-0.5860359305681289
0.1,0.14,0.76,-1522.6807924572713,-0.6142766902422494
0.1,0.16,0.74,-1583.6416312232177,-0.638869383902689
0.1,0.18,0.72,-1636.445068992878,-0.6601712359699335
0.1,0.2,0.7,-1681.7773014186168,-0.6784590700542114
0.1,0.22,0.68,-1720.1857249533787,-0.6939537156839637
0.1,0.24,0.66,-1752.1172527420931,-0.7068354656223576
0.1,0.26,0.64,-1777.9437718586196,-0.7172543457723961
0.1,0.28,0.62,-1797.97972136092,-0.725337206479053
0.1,0.3,0.6,-1812.4946183482607,-0.7311927757649845
0.1,0.32,0.58,-1821.72221909777,-0.7349153550970179
0.1,0.34,0.56,-1825.8673640447887,-0.73658758077376
0.1,0.36,0.54,-1825.1111808899295,-0.7362825229521306
0.1,0.38,0.52,-1819.615091299307,-0.7340653020219617
0.1,0.4,0.5,-1809.5239216097034,-0.7299943435201478
0.1,0.42,0.48,-1794.9683226855377,-0.7241223543442674
0.1,0.44,0.46,-1776.0666391446102,-0.71649707683171
0.1,0.46,0.44,-1752.926321958188,-0.7071618586278394
0.1,0.48,0.42,-1725.644943666699,-0.6961560622421779
0.1,0.5,0.4,-1694.310847292545,-0.6835153268314518
0.1,0.52,0.38,-1659.0034349309171,-0.6692716846222935
0.1,0.54,0.36,-1619.7930769882114,-0.6534535242963924
0.1,0.56,0.34,-1576.7405951428518,-0.636085382407636
0.1,0.58,0.32,-1529.896237790119,-0.6171875300582116
0.1,0.6,0.3,-1479.298021164719,-0.596775303677755
0.1,0.62,0.28,-1424.969245258082,-0.574858102899918
0.1,0.64,0.26,-1366.914899462874,-0.5514379405350209
0.1,0.66,0.24,-1305.1165291569469,-0.5265073716581202
0.1,0.68,0.22,-1239.5249072401057,-0.5000465371757487
0.1,0.7,0.2,-1170.0494820975273,-0.4720189069454594
0.1,0.72,0.18,-1096.5429374631585,-0.4423650509483159
0.1,0.74,0.16,-1018.778062291527,-0.4109933081811122
0.1,0.76,0.14,-936.4119796982977,-0.3777653559706305
0.1,0.78,0.12,-848.9284420104295,-0.3424729307638583
0.1,0.8,0.1,-755.5393583882706,-0.3047981026079195
0.1,0.82,0.08,-655.0033479847871,-0.26424007624630097
0.1,0.84,0.06,-545.2526913355609,-0.21996469663137622
0.1,0.86,0.04,-422.48516684419747,-0.1704380795049536
0.1,0.88,0.02,-278.16853331664447,-0.11221816602778496
0.1,0.9,0.0,-70.12763488766359,-0.028290743317115636
0.12,0.0,0.88,-746.1542791421889,-0.30101199363123715
0.12,0.02,0.86,-966.6782210615929,-0.38997529955356286
0.12,0.04,0.84,-1116.5445873341523,-0.45043407456968215
0.12,0.06,0.82,-1238.5308606832841,-0.49964552099960996
0.12,0.08,0.8,-1341.7211703823777,-0.5412743392135303
0.12,0.1,0.78,-1430.4244825635615,-0.5770588432869351
0.12,0.12,0.76,-1507.1748388269625,-0.608021310964952
0.12,0.14,0.74,-1573.6437420782167,-0.6348360564424476
0.12,0.16,0.72,-1631.0169933564466,-0.6579814530864503
0.12,0.18,0.7,-1680.1795486190167,-0.6778145079723715
0.12,0.2,0.68,-1721.8170711172716,-0.6946118299303373
0.12,0.22,0.66,-1756.4764283729237,-0.7085940351084611
0.12,0.24,0.64,-1784.6040038710344,-0.719941202595637
0.12,0.26,0.62,-1806.5711484100466,-0.7288031419517652
0.12,0.28,0.6,-1822.6917500972413,-0.7353064812584514
0.12,0.3,0.58,-1833.234749553776,-0.7395597159767634
0.12,0.32,0.56,-1838.4332866089026,-0.7416568988874189
0.12,0.34,0.54,-1838.4915262181894,-0.7416803937883929
0.12,0.36,0.52,-1833.5898365524008,-0.7397029644286672
0.12,0.38,0.5,-1823.8887629799829,-0.7357893776839073
0.12,0.4,0.48,-1809.5320960660174,-0.7299976412421615
0.12,0.42,0.46,-1790.6492357090501,-0.7223799573389806
0.12,0.44,0.44,-1767.3569876023503,-0.7129834474820492
0.12,0.46,0.42,-1739.760880609716,-0.7018506839041688
0.12,0.48,0.4,-1707.9560569514215,-0.6890200486802049
0.12,0.5,0.38,-1672.0277562087176,-0.674525928983167
0.12,0.52,0.36,-1632.0513851515389,-0.6583987452539555
0.12,0.54,0.34,-1588.0921347033,-0.6406647966781037
0.12,0.56,0.32,-1540.204069060801,-0.6213458937204418
0.12,0.58,0.3,-1488.4285649985868,-0.6004587285125352
0.12,0.6,0.28,-1432.7919142854516,-0.5780139076245829
0.12,0.62,0.26,-1373.3018072154755,-0.554014533458886
0.12,0.64,0.24,-1309.9422710019207,-0.5284541623073346
0.12,0.66,0.22,-1242.6664092050505,-0.501313875306613
0.12,0.68,0.2,-1171.3859155658047,-0.47255804813098495
0.12,0.7,0.18,-1095.9556994516788,-0.44212814862193006
0.12,0.72,0.16,-1016.150822668942,-0.4099334326853227
0.12,0.74,0.14,-931.6307983276365,-0.3758365418144618
0.12,0.76,0.12,-841.8819604683131,-0.3396302539658151
0.12,0.78,0.1,-746.1190726831737,-0.30099779071541516
0.12,0.8,0.08,-643.1039706307047,-0.2594396544026568
0.12,0.82,0.06,-530.7726133014562,-0.2141231739344982
0.12,0.84,0.04,-405.3270323678412,-0.16351618089752545
0.12,0.86,0.02,-258.2399434307483,-0.10417861611230458
0.12,0.88,0.0,-47.34199885850467,-0.019098609841478417
0.14,0.0,0.86,-810.6858812018545,-0.32704519712707336
0.14,0.02,0.84,-1027.9368296878965,-0.4146881189062553
0.14,0.04,0.82,-1174.4802932599341,-0.4738063754873981
0.14,0.06,0.8,-1293.0931815800723,-0.5216569380073247
0.14,0.08,0.78,-1392.8590623488708,-0.5619042802876866
0.14,0.1,0.76,-1478.086352120241,-0.5962864946942845
0.14,0.12,0.74,-1551.3085551067343,-0.625825642180478
0.14,0.14,0.72,-1614.1966487916507,-0.651195824976357
0.14,0.16,0.7,-1667.9359199688333,-0.6728752089931991
0.14,0.18,0.68,-1713.410819996483,-0.6912205977420793
0.14,0.2,0.66,-1751.306514670141,-0.7065083993705475
0.14,0.22,0.64,-1782.169377432183,-0.7189590307062679
0.14,0.24,0.62,-1806.445295661033,-0.7287523706998358
0.14,0.26,0.6,-1824.5051145029283,-0.7360380249219995
0.14,0.28,0.58,-1836.662196622572,-0.740942409481423
0.14,0.3,0.56,-1843.1849236476482,-0.7435737943311993
0.14,0.32,0.54,-1844.3058245669818,-0.7440259858280832
0.14,0.34,0.52,-1840.2283774921743,-0.7423810706848977
0.14,0.36,0.5,-1831.1321559988173,-0.7387114920967075
0.14,0.38,0.48,-1817.1767614960518,-0.7330816361290955
0.14,0.4,0.46,-1798.5048367387571,-0.725549047422927
0.14,0.42,0.44,-1775.2443585931505,-0.7161653541370367
0.14,0.44,0.42,-1747.510340849305,-0.7049769548932817
0.14,0.46,0.4,-1715.4060283511571,-0.6920255005099636
0.14,0.48,0.38,-1679.0236242966457,-0.6773481874077241
0.14,0.5,0.36,-1638.444557775143,-0.6609778655389348
0.14,0.52,0.34,-1593.7392639318423,-0.6429429497020749
0.14,0.54,0.32,-1544.9664100633308,-0.6232671073348317
0.14,0.56,0.3,-1492.1714519855414,-0.6019686761270887
0.14,0.58,0.28,-1435.3843385015898,-0.579059737962157
0.14,0.6,0.26,-1374.61608585855,-0.5545447369913158
0.14,0.62,0.24,-1309.8537990997556,-0.5284184711582043
0.14,0.64,0.22,-1241.0534891244424,-0.5006631944720946
0.14,0.66,0.2,-1168.1296611075704,-0.4712444167900637
0.14,0.68,0.18,-1090.9400135299402,-0.4401047311318282
0.14,0.7,0.16,-1009.2624494786105,-0.40715453962679676
0.14,0.72,0.14,-922.7594527552392,-0.37225768219844657
0.14,0.74,0.12,-830.9205393725251,-0.33520822046777243
0.14,0.76,0.1,-732.963954632336,-0.29569078059481474
0.14,0.78,0.08,-627.6554128065882,-0.2532074296210596
0.14,0.8,0.06,-512.9352566351422,-0.20692726493641359
0.14,0.82,0.04,-385.0105286479252,-0.15532013959708688
0.14,0.84,0.02,-235.35972121058353,-0.09494832487396258
0.14,0.86,0.0,-21.82018859962045,-0.008802654699417337
0.16,0.0,0.84,-866.3247259505297,-0.3494909031282395
0.16,0.02,0.82,-1080.2599704594322,-0.43579621056632667
0.16,0.04,0.8,-1223.4372909092854,-0.49355650475231755
0.16,0.06,0.78,-1338.6330504598955,-0.5400285363542243
0.16,0.08,0.76,-1434.9302844677222,-0.5788765644365587
0.16,0.1,0.74,-1516.6368917505097,-0.6118384725010833
0.16,0.12,0.72,-1586.2858734506372,-0.6399361185536441
0.16,0.14,0.7,-1645.5477181755195,-0.6638434076030476
0.16,0.16,0.68,-1695.6072368603636,-0.6840383135906787
0.16,0.18,0.66,-1737.3484159149666,-0.7008774524591032
0.16,0.2,0.64,-1771.455963772867,-0.7146370478478511
0.16,0.22,0.62,-1798.4757991932565,-0.7255373331572509
0.16,0.24,0.6,-1818.8533505884188,-0.7337580021827406
0.16,0.26,0.58,-1832.958990234838,-0.7394484697309449
0.16,0.28,0.56,-1841.1055809644895,-0.7427349502690574
0.16,0.3,0.54,-1843.560960101393,-0.7437254941683292
0.16,0.32,0.52,-1840.5570445898593,-0.7425136608758015
0.16,0.34,0.5,-1832.29660200722,-0.7391812504620527
0.16,0.36,0.48,-1818.9583564181776,-0.7338003634142475
0.16,0.38,0.46,-1800.7008675286597,-0.7264349655562441
0.16,0.4,0.44,-1777.6654742632018,-0.7171420755404063
0.16,0.42,0.42,-1749.9784955069372,-0.7059726526663189
0.16,0.44,0.4,-1717.7528115133246,-0.692972234848975
0.16,0.46,0.38,-1681.0888972366774,-0.6781813554836162
0.16,0.48,0.36,-1640.0753355373345,-0.6616357504818866
0.16,0.5,0.34,-1594.7887977537976,-0.6433663504342845
0.16,0.52,0.32,-1545.2934360715117,-0.6233990354808513
0.16,0.54,0.3,-1491.6395803730265,-0.6017541095971976
0.16,0.56,0.28,-1433.8615637764378,-0.5784454233777842
0.16,0.58,0.26,-1371.974403729966,-0.553479035130061
0.16,0.6,0.24,-1305.9689195485844,-0.5268512412013384
0.16,0.62,0.22,-1235.8046384725512,-0.4985457141558056
0.16,0.64,0.2,-1161.3994686701644,-0.4685293366789713
0.16,0.66,0.18,-1082.6144808688641,-0.4367460622152154
0.16,0.68,0.16,-999.2310024999024,-0.4031076743356958
0.16,0.7,0.14,-910.9150790160766,-0.36747944979771885
0.16,0.72,0.12,-817.1600150716104,-0.3296569786280937
0.16,0.74,0.1,-717.1881679376802,-0.28932654582889095
0.16,0.76,0.08,-609.7697925061211,-0.24599205020895684
0.16,0.78,0.06,-492.8503176637564,-0.19882464100093325
0.16,0.8,0.04,-362.6425489407143,-0.14629649615847898
0.16,0.82,0.02,-210.63156766030102,-0.08497254505595066
0.16,0.84,0.0,5.337686221148033,0.0021533181752343418
0.18,0.0,0.82,-913.9775422530583,-0.36871490229079584
0.18,0.02,0.8,-1124.5546392121469,-0.45366547289075954
0.18,0.04,0.78,-1264.3228999390412,-0.5100504913565663
0.18,0.06,0.76,-1376.0581731155253,-0.5551265008065839
0.18,0.08,0.74,-1468.8429967026823,-0.5925575596471249
0.18,0.1,0.72,-1546.984789553877,-0.6240813577537292
0.18,0.12,0.7,-1613.016090130841,-0.650719566478587
0.18,0.14,0.68,-1668.6069408297408,-0.6731459108208989
0.18,0.16,0.66,-1714.9417211428881,-0.6918381906702624
0.18,0.18,0.64,-1752.903997936075,-0.7071528527176812
0.18,0.2,0.62,-1783.1780675996124,-0.7193659543770712
0.18,0.22,0.6,-1806.309437959564,-0.7286975632709802
0.18,0.24,0.58,-1822.7431186258327,-0.7353272042424689
0.18,0.26,0.56,-1832.849042864269,-0.7394041149934133
0.18,0.28,0.54,-1836.9395975900043,-0.7410543179976322
0.18,0.3,0.52,-1835.282084946124,-0.7403856477248074
0.18,0.32,0.5,-1828.1077977105633,-0.7374914118220904
0.18,0.34,0.48,-1815.618750981026,-0.7324531067963073
0.18,0.36,0.46,-1797.9927361226764,-0.7253424568669318
